Name,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
AMP FLS&CS-Schroder Fixed Income,,,,,,,,,,,,,,,,,3377151.5,61805086.17,114835090,158275147,180534744.5
AMP FLS&CS-Schroder Global Active Value,,,,,,,,,,,,,49895997.3,60816664.17,99687270.09,215730020.5,165925998.1,191861684.7,233719286.8,210771458.8,288614464
AMP FLS&CS-Schroder Real Return,,,,,,,,,,,,,,,,,,,,,1251464
AMP FLS&CS-T. Rowe Price Global Equity,,,,,,,,,,,,,,,,1022213.333,12807431.75,39083660.83,47190047.08,45224824.92,57197868.83
AMP FLS&CS-T.Rowe Price Asia ex-Japan,,,,,,,,,,,,,,,,,,367268,3377525.25,9754589.583,20302264.83
AMP FLS&CS-Templeton Global Equity,,,,,,,,,,,,,,,,,630190,7759746.75,17071946.83,26719138.75,45767650.58
AMP FLS&CS-Tyndall Aus Share Value,,,,,,,,,,,,,,,,8143409,15340187.33,26586329.67,30075517.25,34815318.75,55073853.08
AMP FLS&CS-UBS Aus Small Companies,,,,,,,,,,1730000,6912221.778,21360909.09,10406666.25,6235833.083,22555452.64,73467075.36,72679576.58,105931247.4,114071163.1,96439670.92,91356656.08
AMP FLS&CS-Walter Scott Global Equity,,,,,,,,,,,,,,,,,,104349,6417627.25,28717758.83,57807278.5
AMP FLS&CS-WIM Global Bond,,,,,,,,,,,,,4032500,3854999.917,3473333.333,,,,,,
AMP FLS&CS-WIM Global Intersections,,,,,,,,,,,3436667,11371428.71,17903332.83,18200000.17,23019090.82,77585714.29,,,,,
AMP FLS-AMP Super Cash,,,,,,,,,,,,,,,403019999,965385343,1555046594,1335551550,1245241572,1297942213,1041772131
AMP FS Super-Aberdeen Emerging Opps,,,,,,,,,,,,,,,,,,5188956.75,17990723.08,32502337,58888993.58
AMP FS Super-AHL Alpha,,,,,,,,,,,,,,,,,,,232109.5,12399931.5,39822108.5
AMP FS Super-Alliance Intl Shr,,,,,,,,,,,,,7337997.5,27589164.75,87986360.91,67832654.45,42104000.4,6427370,,,
AMP FS Super-AMP All Growth,,,,184217500.5,211977500.3,234123333.1,267086666.7,470228333.4,433233333,476423636.5,363778888.4,353158180.3,414598331.3,566634998.1,1030769998,1210294645,1089312342,1210652904,1172972212,1134977147,1279757814
AMP FS Super-AMP Australian Bond,,,,,,,,3217000.3,93736363.09,113598181.7,137922999.7,123699998.7,120662497.7,122765830.8,120296361.3,158523572.5,290544579.8,363640783.6,440277157.3,547125066.6,546255152.7
AMP FS Super-AMP Australian Share,,,,128675000.5,175414166.7,219724167,276354166.8,513279166.6,894454999.8,1137268182,945614999.2,951090907.5,1128363330,1317017498,1519657270,1315050349,1136371922,1238339147,1137063534,1007845355,1105429252
AMP FS Super-AMP Balanced Growth,,,,310012499.8,390826666.8,520618333.2,707250000.2,1281440833,2549605000,2943230909,2216421000,2071095453,2272709997,2737488331,3671995831,6696445815,6030432903,6533387677,6453912162,6265468178,6925895464
AMP FS Super-AMP Capital Asian Eq Gr,,,,,,,,,,,,,,,,,,357041,1182216,2125447.083,2965907.917
AMP FS Super-AMP Capital Aus Eq Concentr,,,,,,,,,,,,,,,,,,,,856959.625,5013668.333
AMP FS Super-AMP Capital Aus Eq Opportun,,,,,,,,,,,,,,,,,,,,1357278.625,42206062
AMP FS Super-AMP Capital Corporate Bond,,,,,,,,,,,,,,,,,4223732.5,28438460.92,109347337.6,224888264,366793001.8
AMP FS Super-AMP Capital Dynamic Markets,,,,,,,,,,,,,,,,,,,,,
AMP FS Super-AMP Capital Gbl Prp Secs,,,,,,,,,,,,,,,,,,208700.5,6589281.417,22838304.83,42358321.75
AMP FS Super-AMP Capital Gl Listd Infras,,,,,,,,,,,,,,,,,,,,,57072.66667
AMP FS Super-AMP Capital Multi-Asset,,,,,,,,,,,,,,,,,,,1012546,14244256.67,34774453.5
AMP FS Super-AMP Conservative,,,,110615000.3,146871666.8,208289166.9,236569166.4,223130833.3,285216666.6,357580833.4,277463999.7,223261816.8,227295831.2,269124997.3,426645451.9,694221535.3,669213034.2,740862429.3,774868504,811157927.3,890323011.7
AMP FS Super-AMP Equity,,,,,,,,,,1832222,24601999.1,133959089.5,30214998.25,37934997.83,69101816.27,239333949.1,219402174.2,239581977,214805803.9,187485835.8,205208373.8
AMP FS Super-AMP High Growth,,,,,,,,43981110.44,317277499.7,366434166.4,343864443.4,390483634.6,439675830.7,634426664,1516909088,2107796904,1958501588,2222032157,2277390445,2315205443,2679898598
AMP FS Super-AMP Listed Prp Trusts,,,,9215000,35519166.58,101040833.5,151884166.7,169476666.9,194312499.3,329751666.4,381910999.5,372037271.2,458931664.5,565112497.3,734780906.5,514828086.5,322272720.2,366958027.6,323208505.3,312868258.9,347126041.3
AMP FS Super-AMP Moderate Growth,,,,71932500.25,106991666.6,176399166.6,230426666.6,285012499.9,237704999.7,287035833.5,207654443.9,155724543.7,159545831.4,228794997.7,645715451.8,1294517917,1295390067,1494568661,1587585440,1690398177,1953581693
AMP FS Super-AMP MySuper Balanced,,,,,,,,,,,,,,,,,,,,,
AMP FS Super-AMP Super Easy Aus FI,,,,,,,,,,,,,,,,,,6640,1897061.5,12936804.33,20742006.58
AMP FS Super-AMP Super Easy Aus Shares,,,,,,,,,,,,,,,,,,89366.5,1122517.5,5017959.833,11745488.33
AMP FS Super-AMP Super Easy Balanced,,,,,,,,,,,,,,,5236666,17677802,29379018.25,146358858.9,571956487.3,1078449734,1838373998
AMP FS Super-AMP Super Easy Cash,,,,,,,,,,,,,,,,,3188299.429,37684455.33,167711283.3,325917829.4,398965852.8
AMP FS Super-AMP Super Easy Cautious,,,,,,,,,,,,,,,,,,4939650.286,25137095.67,64486335.33,108024267.4
AMP FS Super-AMP Super Easy Conservative,,,,,,,,,,,,,,,,,,4612805.714,22703452.83,62738543.92,112169042.4
AMP FS Super-AMP Super Easy Growth,,,,,,,,,,,,,,,,,,13095078.63,90252767.75,212609562.2,393744038.8
AMP FS Super-AMP Super Easy High Growth,,,,,,,,,,,,,,,,,,5749442.75,37767731.67,82827204.83,161930165.6
AMP FS Super-AMP Super Easy Intl FI,,,,,,,,,,,,,,,,,,1619,815776.4167,5022416.667,9502744.583
AMP FS Super-AMP Super Easy Intl Shares,,,,,,,,,,,,,,,,,,62062.5,1354243.167,4139752.75,9494381.833
AMP FS Super-AMP Super Easy Mod Cons,,,,,,,,,,,,,,,,,,10999372.86,64075384.58,184808962.3,357973741.5
AMP FS Super-AMP Super Easy Property,,,,,,,,,,,,,,,,,,4389,1055696.75,4565738,11562153.67
AMP FS Super-AMP Term Deposit 3 Months,,,,,,,,,,,,,,,,,,,,,
AMP FS Super-Arnhem Australian Equity,,,,,,,,,,,12948332.67,7522998.6,15238330.58,47104164.5,132508179.4,285507398,279321518.5,340755120.3,366587457.3,336233263.1,344076044.1
AMP FS Super-Arrowstreet Gbl Equity,,,,,,,,,,,,,,,,,,2597250,10408597,16357099.58,23675811.5
AMP FS Super-Ausbil Aus Active Equity,,,,,,,,,,,,,,,,,1469889,42214224.83,117336828,138407931,128496811.8
AMP FS Super-Bennelong Australian Eq,,,,,,,,24890000.11,80979999.5,153182499.9,158602727,172078998.8,211769997.6,258144997.5,312924543.5,301334414,250479151.1,257678853.6,258701926.6,262976933.6,377546027.2
AMP FS Super-BlackRock Asset Alloc Alpha,,,,,,,,,,,,,,,,,,5467587.625,30237728,43059961.67,35464806.5
AMP FS Super-BlackRock Aus Eq Absol Ret,,,,,,,,,,,,,,,,,,,,,331310.8
AMP FS Super-BlackRock Global Allocation,,,,,,,,,,,,,,,,,,,,823026,4833426.25
AMP FS Super-BlackRock Global Bond,,,,,,,,,,,,,,,15003998,46578869.36,47658350,53818410.75,53354968.83,53208239.5,52169381.08
AMP FS Super-BlackRock Sci Aus Shr,,,,,,,,,,,,,,,5666666.667,9680984.182,10978804.08,1203108.625,,,
AMP FS Super-BlackRock Sci Hedged Int,,,,,,,,,,,20711665.5,74881998.9,49844164.17,110654164,236996361,491591569.4,416292249.3,473577882.4,444233875.2,390411056.1,400777886.8
AMP FS Super-BlackRock Sci International,,,,,,,,,,489999.7778,21368888.11,58966998.4,21836664.58,24890831.08,32125452.18,71068685.36,56347843.83,98823661.58,134094046,131685442.3,137388641.3
AMP FS Super-BT Australian Share,,,,,,,,,,,,,4228998,18389164.5,77845452.82,173958213.5,204516208.8,250612838.2,216376505.2,177452693.4,184572592.9
AMP FS Super-BT Global Property Security,,,,,,,,,,,,,,1896665,10442725.36,16822933.36,13563964.17,19412475.92,26464249.67,29118680.08,32059221.5
AMP FS Super-CFS Aus Shr,,,,,,,50303636.55,233236666.5,389597499.6,512784166.8,433878181.5,433745998.4,497900830.8,558644997.4,626248179.4,561029546.6,507439395.3,561424901.2,515555401.9,455036191.9,487603575.8
AMP FS Super-FD Asian Share,,,,,,,,,,,,,,,,861317.3333,10856061.17,39757000,51845960.5,47238268.08,47596463.17
AMP FS Super-FD Australian Bond,,,,,,,,,,,8037999.2,89717270.73,84965830.67,126713330.7,149241815.8,277694316.6,262969996.1,262959707.3,243418402.3,258645791,215513804.7
AMP FS Super-FD Balanced,,,,,,,,,,5652222,58205555,429322725.5,581600831.2,2227075830,3974364543,5367943650,6417394080,7447784971,7507151158,7270996121,8173562673
AMP FS Super-FD Conservative,,,,,,,,,,,1811998.8,34308180.09,66077497.25,97378330.58,173179997.7,299877999.5,431834097.8,519081602.8,547925296.6,596329756.8,714467826.7
AMP FS Super-FD Emerging Markets,,,,,,,,,,,,,,,2551999.2,19262016.36,34722874.08,65920126.58,68373316,53710181.25,53616356.5
AMP FS Super-FD Extended Mkt Intl Shr,,,,,,,,,,,,,3090997.9,11721664,21319997.64,43378426.91,37562293.58,38370493.58,32229665.75,26411014.83,28629820.92
AMP FS Super-FD Growth,,,,,,,,,,58613749.5,35547776.89,188740907.5,172506664.3,304061664,634222724.6,1189026088,1168736471,1431992939,1509782391,1527050560,1799442980
AMP FS Super-FD High Growth,,,,,,,,,,,1452499.75,53311816.82,50735830.75,88329163.92,269742725.1,499611562.8,504389947.8,608938836.8,633570416.7,629966373.3,741029702.8
AMP FS Super-FD International Bond,,,,,,,,,,,13087999.2,140919998.2,85709163.92,135100830.5,249112725.3,538725332.1,511759590.8,626654094.9,610115768.3,581469257,561057211.8
AMP FS Super-FD Moderately Conservative,,,,,,,,,,,3256665.333,75489998.18,151270830.8,276819996.8,546705452.3,838131311.4,823984508.8,1005299492,1198622962,1311382242,1460638807
AMP FS Super-Fidelity Global Equities,,,,,,,,,,,,,,,,,145220,116374757.8,622715211.8,585748441.4,684892511.3
AMP FS Super-Franklin Templeton Multi Bd,,,,,,,,,,,,,,,,,,,,,167618
AMP FS Super-GMO International Share,,,,,,,,,,,,,9437997.4,33349997.33,72566361.45,159601174.7,130793840.9,115142257.2,92484859.08,74832202.5,78748212.42
AMP FS Super-H3 Commodities,,,,,,,,,,,,,,,,,,479383.5,6918658.75,9305105.25,7026413.667
AMP FS Super-Hyperion Australian Gr Comp,,,,,,,,,,,,,,,,,,,,8803761.286,37555745
AMP FS Super-ipac Income Generator,,,,,,,,,,,,,,,,,,,87831,4860913.167,35568840.42
AMP FS Super-K2 Australian Absolute Rtrn,,,,,,,,,,,,,,,,,,282250,5047284.833,35587901.92,82311460.58
AMP FS Super-Lazard Australian Equity,,,,,,,,,,,,,3656997.8,12571664.83,35372725.64,105586863.5,106062789.6,8995600.2,,,
AMP FS Super-Lazard Global Equity,,,,,,,,12743999.9,50114166.33,112328181.5,114516363.3,97970000.3,91591998.3,99126665.08,101308180.3,99870346.73,101205960.2,10490415.11,,,
AMP FS Super-Lazard Global Small Capital,,,,,,,,,,,,,,,,,,,13837,666154.8333,5030462.833
AMP FS Super-Lazard Global Thematic,,,,,,,,,,,,,,96311427.43,107331817.2,115821188.6,111861355.4,169816993.4,209346435.4,211008238.6,266358454.1
AMP FS Super-Legg Mason Aus Real Income,,,,,,,,,,,,,,,,,,,,2681057.375,11258864.92
AMP FS Super-Macquarie Income Opps,,,,,,,,,,,,,,,,,,3441212.25,27763653.08,52552325.42,67309438.75
AMP FS Super-Macquarie Intl Infras Secs,,,,,,,,,,,,,,,,223806.6667,34131274.83,103838349.5,133264710.8,135350157.5,143735826.4
AMP FS Super-Magellan Global,,,,,,,,,,,,,,,,,,,,,37043170.14
AMP FS Super-Perennial Shr Value Inc,,,,,,,,,,,,,,,,,,6222768.125,33939698.92,58493551.17,102351570.8
AMP FS Super-Perennial Value Aus Shr,,,,,,,,,,,26248332.17,121169998.3,59744164.25,116382497.7,256533634.2,516551754.8,535918787.3,676621491.4,713719091.7,593734041.4,613453066.8
AMP FS Super-Perpetual Industrial Shr,,,,,,,35179999.73,140505000,257735832.6,456538181.5,478226363.2,535478998.2,647953330.8,734549164.3,817123634,645657473.5,562568078.8,607860732.3,555513221.9,536036365.2,650501028.7
AMP FS Super-PIMCO Australian Focus,,,,,,,,,,,,,,,,,,,,,3239857.714
AMP FS Super-PIMCO Divers Fixed Income,,,,,,,,,,,,,,,,,,,,8499153.625,51646957.42
AMP FS Super-Platinum International,,,,,,,,,,,,,,,,,,18164152.25,81026024.25,121952913.3,197746256.8
AMP FS Super-Plato Australian Shares Inc,,,,,,,,,,,,,,,,,,,,,133425.25
AMP FS Super-Professional Balanced,,,,,,,,,,,,,,,,,,,,,
AMP FS Super-Professional Conservative,,,,,,,,,,,,,,,,,,,,,
AMP FS Super-Professional Growth,,,,,,,,,,,,,,,,,,,,,
AMP FS Super-Professional High Growth,,,,,,,,,,,,,,,,,,,,,
AMP FS Super-Professional Mod Cons,,,,,,,,,,,,,,,,,,,,,
AMP FS Super-RARE Infrastructure Value,,,,,,,,,,,,,,,,,,4943611.625,34515622.58,86166378.25,160158143.4
AMP FS Super-RCM International Equities,,,,,,,,,,,,,,,,,,57222,,,
AMP FS Super-Res Inv Leaders Aus Share,,,,,,,,,,,,,642999.4,1420832.75,4629090.091,18643680.09,20483134.08,27965723.83,38220749.25,33110586.92,36181449.92
AMP FS Super-Res Inv Leaders Bal,,,,,,,,,,,,,111171999.5,147198331.8,193202724.5,191296825.2,188544112.8,208117473.7,201705825,193199391.4,219832878.1
AMP FS Super-Res Inv Leaders Cons,,,,,,,,,,,,,1487999.3,1571665.833,2221999.5,9134102.818,11017740.83,13620709.42,17133727.17,21314038.08,23268183.42
AMP FS Super-Res Inv Leaders Growth,,,,,,,,,,,,,24596999.4,30999165.92,41044544.73,48991994.82,49189925.42,60168922,62846700,62538768.75,76406880.58
AMP FS Super-Res Inv Leaders Intl Shr,,,,,,,,,,,,,,11444284.57,15104543.73,16635459.45,15920173.92,17444111.92,16365118.92,14450329.58,16256137.25
AMP FS Super-Resolution CC Pls Prpty Sec,,,,,,,,,,,16046664.83,81773998.6,48043330.92,79043330.42,96314542.91,114836049.8,73358116.67,86725513,81949598.33,84483223.83,90867051.08
AMP FS Super-Schroder Aus Equities,,,,,,,,,,2974999.5,34232222,153827999,64164164.5,81465830.92,132821815.7,303787450.7,284730510.5,343813615.3,367470885.4,388356703.8,510321700.6
AMP FS Super-Schroder Fixed Income,,,,,,,,,,,,,,,,,3377151.5,61805086.17,114835090,158275147,180534744.5
AMP FS Super-Schroder Global Active Val,,,,,,,,,,,,,49895997.3,60816664.17,99687270.09,215730020.5,165925998.1,191861684.7,233719286.8,210771458.8,288614464
AMP FS Super-Schroder Real Return,,,,,,,,,,,,,,,,,,,,,741961.1667
AMP FS Super-Specialist Aus Shares,,,,,,,,,,,1979999,54279089.36,130008330.2,138554996.8,237016361.2,439859147.1,443282179.8,535921414.2,517099730.5,491866483.2,561720201
AMP FS Super-Specialist Aus Small Co,,,,,,,,,,,,,4963997.3,9727497.333,27859088.45,55548728.36,52591909.67,82684093.92,121330010.3,134095089.6,146838547
AMP FS Super-Specialist Divers Fixed Inc,,,,,,,,,,,,,,,,,,,,,
AMP FS Super-Specialist Geared Aus Share,,,,,,,,,,,,107999.2,7644997.333,21198330.75,59866361.27,116427803.9,129987251.7,193812637.8,194383427.3,179836761.4,243154678.7
AMP FS Super-Specialist Hedged Intl Shr,,,,,,,,,,,,,6564997.3,17774163.83,40159088.36,66851400.09,68737255.67,91168081.83,89060393.92,84818925,99325756.58
AMP FS Super-Specialist Intl Shares,,,,,,,,,,,3689999,74845452.55,70125831.08,109082497.5,163057270.2,267852579.9,234066575,252844101.8,232457333.5,219806252.6,268312028.9
AMP FS Super-Specialist Prpty & Infras,,,,,,,,,,,,,8348997.2,33925830.58,113851815.7,253987410.7,233868724.3,336584093.1,392128758.8,406716565.8,466423781.6
AMP FS Super-Super Easy Alternative,,,,,,,,,,,,,,,,,,,,,10297981
AMP FS Super-T.Rowe Price Asia ex-Japan,,,,,,,,,,,,,,,,,,367268,3377525.25,9754589.583,20302264.83
AMP FS Super-T.Rowe Price Global Equity,,,,,,,,,,,,,,,,1022213.333,12807431.75,39083660.83,47190047.08,45224824.92,57197868.83
AMP FS Super-Templeton Global Equity,,,,,,,,,,,,,,,,,630190,7759746.75,17071946.83,26719138.75,45767650.58
AMP FS Super-Tyndall Aus Share Value,,,,,,,,,,,,,,,,8143409,15340187.33,26586329.67,30075517.25,34815318.75,55073853.08
AMP FS Super-UBS Aus Small Companies,,,,,,,,,,1730000,6912221.778,21360909.09,10406666.25,6235833.083,22555452.64,73467075.36,72679576.58,105931247.4,114071163.1,96439670.92,91356656.08
AMP FS Super-Walter Scott Global Equity,,,,,,,,,,,,,,,,,,104349,6417627.25,28717758.83,57807278.5
AMP FS Super-Westpac Capital Growth,,,,5322500,8080000,9961666.583,9023333.417,8279999.833,7079999.857,5799090.818,4317499.875,3241429,,,,,,,,,
AMP FS-Super-Super Easy Active Balanced,,,,,,,,,,,,,,,,,,,,,
AMP High Growth,,,,,,,,,,,,,,,,,,,,,
AMP Inv Lkd DA - Balanced Direct,27020832.67,25008332.75,11158332.58,8939999.417,8897499.417,8391665.917,7521665.917,6653332.167,144483332.4,4402498.917,3513332.556,46204544.91,20639166.17,2619166,47513636,249152499.4,,343981.5,,,
AMP Inv Lkd DA - Fix Interest Plus,,49390908.91,66325000,95688333.42,146871666.8,209955833.5,236569166.4,227230000,367010000,361060000.5,352979999,,,,,,,,,,
AMP Inv Lkd DA - Managed Cash Based,5223941667,3770800000,1933333.333,1783333.5,1262500,353333.4167,295000.0833,240000,,,,,,,,,,,,,
AMP Inv Lkd DA NEF - Balanced Fund,27020832.67,25008332.75,11158332.58,8939999.417,8897499.417,8391665.917,7521665.917,6653332.167,144483332.4,4402498.917,3513332.556,46204544.91,20639166.17,2619166,47513636,249152499.4,,343981.5,,,
AMP MasterPlan - Balanced Direct,27020832.67,25008332.75,11158332.58,8939999.417,8897499.417,8391665.917,7521665.917,6653332.167,144483332.4,4402498.917,3513332.556,46204544.91,20639166.17,2619166,47513636,249152499.4,,343981.5,,,
AMP MasterPlan - Balanced Growth,7305066667,5243958334,806899996.9,693216662,664897494.6,609275828,707250000.2,1285090000,2268031665,2919763334,1760581109,794149086.4,748179162.1,757039161.7,699194541.7,1771625911,584651073.5,556208803.5,476576120.7,398536587.6,391742323.3
AMP MasterPlan - Conservative,6704350000,4799358332,254583328.4,276970828.3,290503328.1,268949994.4,244934996.7,223134166.7,327804164.4,357580833.4,280482220.1,184611813.5,166852495.3,159497496,151469996.4,151746429.6,89039446.75,81401020.75,70368932.25,61202625.08,58052555.42
AMP MasterPlan - Diversified Share,6315800000,4176474999,312058329.3,317912495.7,309841664.6,259729162.3,267086666.7,472861666.7,382406664.2,471607500.2,276622219.4,129560904.4,122400828.2,125814995.2,125988178.1,229678134.3,62358239.17,62729068,55297193.08,47364239.83,48966487.5
AMP MF RO - Balanced Direct,27020832.67,25008332.75,11158332.58,8939999.417,8897499.417,8391665.917,7521665.917,6653332.167,144483332.4,4402498.917,3513332.556,46204544.91,20639166.17,2619166,47513636,249152499.4,,343981.5,,,
AMP MF RO - BT Diversified Balanced,99999,700000.0833,1766666.75,4027499.833,8080000,9969166.667,9023333.417,8279999.833,7079999.857,5799090.818,3726250,1128571.571,,,,,,,,,
AMP MF RO - MLM Capital Stable,400000,6908333.333,14908333.17,19627500.17,27324166.67,38538333.33,56024166.67,63390000.42,73772856.86,89023333.17,61718750.13,1271428.429,,,,,,,,,
AMP MF RO - National Australia Balance,700000,8999999.667,21716666.83,33499999.67,56980000,88014166.92,128802499.9,187990833.6,160955714.4,127438181.8,102509999.6,6011428.857,80000,,,,,,,,
AMP MF RO - Westpac Aust Fixed Interest,99999,791666.5833,2199999.833,4911666.583,8735833.5,5337143,,,,,,,,,,,,,,,
AMP MF RO-AMP All Growth,6315800000,4176474999,312058329.3,317912495.7,309841664.6,259729162.3,267086666.7,472861666.7,382406664.2,471607500.2,276622219.4,129560904.4,122400828.2,125814995.2,125988178.1,229678134.3,62358239.17,62729068,55297193.08,47364239.83,48966487.5
AMP MF RO-AMP Australian Share,2671966667,1808358332,109158328.4,141744994.8,191409996.4,219724167,276354166.8,514638333.3,721143330.6,1132025000,631641997.9,278838177,277287495.3,292934995.2,302934541.2,211126698.5,155093319,159051747.4,136604663.1,112326921.9,114806922.3
AMP MF RO-AMP Balanced Growth,7305066667,5243958334,806899996.9,693216662,664897494.6,609275828,707250000.2,1285090000,2268031665,2919763334,1760581109,794149086.4,748179162.1,757039161.7,699194541.7,1771625911,584651073.5,556208803.5,476576120.7,398536587.6,391742323.3
AMP MF RO-AMP Capital Gtd Fixed Int,323791663.5,280233329.3,259474994.9,276844994.7,277874161.7,228837494.5,180101661.7,123131660.1,313846660.3,152924994.7,139916661,144960904.3,98394162.25,85981661.92,73149996.27,63867594.36,57012762.5,46550668.58,40993977.92,37808206.42,33529960.67
AMP MF RO-AMP Conservative,6704350000,4799358332,254583328.4,276970828.3,290503328.1,268949994.4,244934996.7,223134166.7,327804164.4,357580833.4,280482220.1,184611813.5,166852495.3,159497496,151469996.4,151746429.6,89039446.75,81401020.75,70368932.25,61202625.08,58052555.42
AMP MF RO-AMP International Share,1202950000,684083332.2,17274995.42,25843328.5,38910829.75,72477499.92,167174999.8,395490833.1,330064996.9,445210833.5,225162220.2,53768176.82,45836662.17,44621662.17,38145451.18,23616079.45,14936172.5,12650463.17,10153658.75,8130056.083,8455705.333
AMP MF RO-AMP Listed Property Trusts,,2937499.75,4308333,6737500,35519166.58,101040833.5,60251664.75,49088330.75,65190830.5,119068330.9,125913997.9,118432725,118434164.9,122029998.2,125197270.9,59997713.82,25618310.92,24245260.92,18556303.75,15670704.75,15901406.67
AMP MF RO-AMP Moderate Growth,1804875000,1281875000,129674998.2,131610830.3,182660829.8,232997496.7,254340829,240403328.8,222065828.3,192091662.8,156845551.9,139462723.8,137664163.7,134659163.4,127467270.4,100352997.4,77030036.75,71333526.25,62768814.67,54316667.92,52776621.08
AMP MF RO-BlackRock Balanced,500000,10766666.92,26183333.42,41739166.42,83210000.08,140389166.7,280312499.9,510542500,656757143.3,675454999.9,352089000.2,101679999.9,85448333.17,82509999.92,76243636.45,59578571.14,,,,,
AMP MF RO-BT Active Balanced,400000,11750000.25,24616666.08,34424164.5,54642498.08,60989164.5,53181664.33,41004997.25,30591663.75,21779997.91,31293998.1,16311997.7,15765831.58,14876664.67,14166362.09,11935489.18,13467208.25,13128176.67,11454102.5,9594555.083,9148905.583
AMP MF RO-BT Active Conservative,500000,6616666.667,14666666.75,13944164.67,19238331.42,17900831.08,14234164.33,9805830.5,6719163.75,5100906.455,7101997.6,3681997.7,5164165.083,3147498.083,2925452.545,2803886.182,3224301.25,2763189.833,2465064.25,2025046.583,1839075.25
AMP MF RO-Invesco Australian Equity,,533333.3333,1641666.833,4747500.167,14517500,27130833.25,41809166.67,46106666.58,42270000,37418333.42,21098749.88,2198571.286,,,,,,,,,
AMP MF RO-Invesco Growth,200000,6724999.917,15716666.58,23825000.08,39585833.58,70259166.83,126614999.8,161843333.6,134864285.9,105663332.8,50637999.9,14081428.71,,,,,,,,,
AMP MF RO-Invesco Protected Growth,99999,2900000.083,5633333.333,7116666.583,10342499.83,16660000,20420000.08,17846666.67,12764999.63,11137499.83,7253000.2,4027142.571,,,,,,,,,
AMP MF RO-Macquarie Australian Equity,200000,3066666.75,7408333,14853330.67,27684997.25,36274163.25,42652497.08,47294996.83,50040829.42,59749163.25,37029997.64,38827996.9,41334997.58,41796664.42,41716361.27,27777325.18,19595240.58,19119163.08,15937579.58,12776056.92,12478297.25
AMP MF RO-Macquarie Capital Stable,600000,9224999.917,19774166.67,30351666.83,45915833.33,64932499.58,76874166.42,75431666.83,77557142.71,85253333.25,63059000,32585714.29,26321666.5,23999999.92,21471818.18,17210000,,,,,
AMP MF RO-Macquarie Fixed Interest,99999,1708333.417,3474999.583,5516665.417,9784998.25,14219998.25,10988330.92,5971663.583,4215830.5,11424164.92,6164997.7,2467998,2368331.583,1947497.917,4769998.818,1532453.727,2245979.75,2262415.083,2269877,1730365.333,1479795.333
AMP MF SB - Balanced Direct,27020832.67,25008332.75,11158332.58,8939999.417,8897499.417,8391665.917,7521665.917,6653332.167,144483332.4,4402498.917,3513332.556,46204544.91,20639166.17,2619166,47513636,249152499.4,,343981.5,,,
AMP MF SB - BT Diversified Balanced,99999,700000.0833,1766666.75,4027499.833,8080000,9969166.667,9023333.417,8279999.833,7079999.857,5799090.818,3726250,1128571.571,,,,,,,,,
AMP MF SB - MLM Capital Stable,400000,6908333.333,14908333.17,19627500.17,27324166.67,38538333.33,56024166.67,63390000.42,73772856.86,89023333.17,61718750.13,1271428.429,,,,,,,,,
AMP MF SB - National Australia Balanced,700000,8999999.667,21716666.83,33499999.67,56980000,88014166.92,128802499.9,187990833.6,160955714.4,127438181.8,102509999.6,6011428.857,80000,,,,,,,,
AMP MF SB - Westpac Aust Fixed Interest,,,2571428.571,4911666.583,8735833.5,5631666.667,,,,,,,,,,,,,,,
AMP MF SB-AMP All Growth,6315800000,4176474999,312058329.3,317912495.7,309841664.6,259729162.3,267086666.7,472861666.7,382406664.2,471607500.2,276622219.4,129560904.4,122400828.2,125814995.2,125988178.1,229678134.3,62358239.17,62729068,55297193.08,47364239.83,48966487.5
AMP MF SB-AMP Australian Share,2671966667,1808358332,109158328.4,141744994.8,191409996.4,219724167,276354166.8,514638333.3,721143330.6,1132025000,631641997.9,278838177,277287495.3,292934995.2,302934541.2,211126698.5,155093319,159051747.4,136604663.1,112326921.9,114806922.3
AMP MF SB-AMP Balanced Growth,7305066667,5243958334,806899996.9,693216662,664897494.6,609275828,707250000.2,1285090000,2268031665,2919763334,1760581109,794149086.4,748179162.1,757039161.7,699194541.7,1771625911,584651073.5,556208803.5,476576120.7,398536587.6,391742323.3
AMP MF SB-AMP Capital Gtd Fixed Int,323791663.5,280233329.3,259474994.9,276844994.7,277874161.7,228837494.5,180101661.7,123131660.1,313846660.3,152924994.7,139916661,144960904.3,98394162.25,85981661.92,73149996.27,63867594.36,57012762.5,46550668.58,40993977.92,37808206.42,33529960.67
AMP MF SB-AMP Conservative,6704350000,4799358332,254583328.4,276970828.3,290503328.1,268949994.4,244934996.7,223134166.7,327804164.4,357580833.4,280482220.1,184611813.5,166852495.3,159497496,151469996.4,151746429.6,89039446.75,81401020.75,70368932.25,61202625.08,58052555.42
AMP MF SB-AMP International Share,1202950000,684083332.2,17274995.42,25843328.5,38910829.75,72477499.92,167174999.8,395490833.1,330064996.9,445210833.5,225162220.2,53768176.82,45836662.17,44621662.17,38145451.18,23616079.45,14936172.5,12650463.17,10153658.75,8130056.083,8455705.333
