"Ind","Gender","age_range","Occ_code","Partner_status","Region","Lodgment_method","PHI_Ind","Sw_amt","Alow_ben_amt","ETP_txbl_amt","Grs_int_amt","Aust_govt_pnsn_allw_amt","Unfranked_Div_amt","Frk_Div_amt","Dividends_franking_cr_amt","Net_rent_amt","Gross_rent_amt","Other_rent_ded_amt","Rent_int_ded_amt","Rent_cap_wks_amt","Net_farm_management_amt","Net_PP_BI_amt","Net_NPP_BI_amt","Total_PP_BI_amt","Total_NPP_BI_amt","Total_PP_BE_amt","Total_NPP_BE_amt","Net_CG_amt","Tot_CY_CG_amt","Net_PT_PP_dsn","Net_PT_NPP_dsn","Taxed_othr_pnsn_amt","Untaxed_othr_pnsn_amt","Other_foreign_inc_amt","Other_inc_amt","Tot_inc_amt","WRE_car_amt","WRE_trvl_amt","WRE_uniform_amt","WRE_self_amt","WRE_other_amt","Div_Ded_amt","Intrst_Ded_amt","Gift_amt","Non_emp_spr_amt","Cost_tax_affairs_amt","Other_Ded_amt","Tot_ded_amt","PP_loss_claimed","NPP_loss_claimed","Rep_frng_ben_amt","Med_Exp_TO_amt","Asbl_forgn_source_incm_amt","Spouse_adjusted_taxable_inc","Net_fincl_invstmt_lss_amt","Rptbl_Empr_spr_cont_amt","Cr_PAYG_ITI_amt","TFN_amts_wheld_gr_intst_amt","TFN_amts_wheld_divs_amt","Hrs_to_prepare_BPI_cnt","Taxable_Income","Help_debt"
165462,"0",10,6,"1",23,"S","0",61864,0,0,0,0,0,81,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63579,0,0,191,0,0,0,0,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,64097,0
84576,"1",0,0,"0",1,"S","0",0,0,0,0,0,0,229,100,0,0,0,0,0,0,0,0,0,0,0,0,3818,9663,0,1191,0,0,0,0,-333,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,1,0
220320,"1",10,4,"1",13,"S","1",9850,0,0,9,12285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21483,0,0,141,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,21122,80915
223082,"0",8,2,"1",10,"S","1",294076,0,0,129,0,0,0,0,-29282,17194,17889,16098,5151,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,278751,0,0,443,0,0,0,0,157,0,277,0,1108,0,0,0,0,0,39002,0,0,0,0,0,0,288299,0
212416,"0",3,7,"0",18,"A","1",100530,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18258,102094,0,0,142,0,543,0,0,0,0,175,0,844,0,0,0,0,12378,0,0,27994,0,0,0,0,101240,0
127050,"0",8,8,"1",2,"A","1",80637,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,78294,0,0,161,0,464,0,0,157,0,0,0,1056,0,0,0,0,0,11406,0,0,0,0,0,0,79306,23683
85673,"0",5,3,"0",3,"S","1",45481,0,0,0,0,0,105,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5504,0,0,0,0,45685,0,0,0,0,0,0,0,311,0,0,0,639,0,0,0,0,0,0,0,17460,0,0,0,0,45196,0
133838,"1",9,9,"1",8,"A","0",36320,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37350,0,0,104,0,32,0,0,0,0,99,0,101,0,0,0,0,0,81120,0,0,0,0,0,0,37139,8609
33482,"1",6,2,"1",23,"A","0",15249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12310,0,0,0,0,0,0,0,0,0,8271,0,0,0,0,0,0,0,0,0,151,0,154,0,0,0,0,0,93700,0,0,0,0,0,0,8097,0
182622,"0",5,0,"1",3,"A","0",0,3522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10330,0,0,0,0,0,0,58,0,0,153,0,234,0,0,0,52,0,9676,0,0,0,0,0,0,697,0
115559,"0",4,3,"1",14,"A","1",74793,10093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96869,3502,0,136,0,651,0,0,0,0,175,0,4935,0,0,0,0,0,36096,0,1949,0,0,0,0,91629,0
130249,"1",11,5,"0",9,"A","0",5830,125,0,823,5839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15401,0,0,211,0,565,0,0,0,0,0,0,706,0,0,0,0,0,0,0,0,0,83,0,0,14822,0
208393,"1",0,8,"1",28,"A","0",44487,0,0,14285,0,0,24760,9734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49381,319,0,0,0,369,0,0,0,0,233,0,675,0,0,0,0,0,21743,0,8048,0,0,0,0,48139,0
138424,"0",5,1,"0",10,"A","1",48185,0,0,3,0,0,1144,462,1463,27067,8012,13071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47683,0,0,0,0,165,0,0,899,0,0,0,1287,0,0,0,192,0,0,0,0,0,0,0,0,46547,1807
130315,"0",10,8,"0",23,"S","0",69986,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67587,1159,94,277,0,297,0,0,0,0,0,0,1880,0,0,0,0,0,0,0,0,0,0,0,0,66116,0
67600,"1",7,2,"1",25,"A","1",69940,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71053,0,0,276,0,0,0,0,49,0,21,0,275,0,0,0,5,0,53189,0,0,0,0,0,0,70725,0
158900,"0",8,0,"1",10,"S","1",0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34694,0,0,0,0,37542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23713,0,0,0,0,0,0,37710,0
88941,"0",5,0,"0",27,"A","1",0,0,0,0,0,0,31,13,0,0,0,0,0,0,0,0,0,0,0,0,0,77419,0,0,0,0,0,0,6052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1516,0
25222,"0",5,0,"1",0,"A","1",0,0,0,369,0,0,0,0,-1276,8103,3181,3850,40,0,0,64655,0,117449,0,61581,0,0,0,0,0,0,0,0,54429,0,0,0,0,0,0,0,33,0,479,0,292,0,0,0,0,0,81540,0,0,2702,0,0,0,54101,0
3753,"0",3,7,"1",9,"A","1",135691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,254,0,136402,0,0,0,0,786,0,0,1844,0,0,97,5424,0,0,11245,0,277,18682,0,0,0,0,0,0,135646,0
152743,"1",9,9,"0",18,"S","0",20435,11,0,6452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22167,24017
126646,"0",7,8,"0",1,"S","1",96496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128128,0,0,0,0,0,0,0,0,18653,99240,3394,0,53,0,1468,0,0,47,0,0,0,5989,0,0,0,0,17219,0,0,0,0,0,0,0,94411,0
243581,"0",10,6,"0",14,"A","0",37005,0,0,0,4623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,42881,0,0,0,0,0,0,0,2707,0,0,0,2747,0,0,0,0,3,0,0,0,0,0,0,0,40521,0
197512,"0",6,3,"1",28,"A","0",65389,0,0,0,0,0,0,0,10235,10582,4022,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69546,0,0,301,0,497,0,0,326,0,651,0,1373,0,0,0,0,0,39869,0,0,0,0,0,0,67638,0
7029,"1",3,1,"1",1,"S","1",81007,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80571,0,0,466,0,321,0,0,262,0,0,0,748,0,0,6330,0,0,281390,0,0,0,0,0,0,80992,0
79999,"1",7,0,"1",1,"A","1",133525,0,0,595,0,0,29,12,0,0,0,0,0,-32220,0,8703,0,58331,0,45245,0,0,0,39,0,0,0,0,267291,2061,0,0,0,580,0,0,525,0,175,5036,5096,0,0,0,0,0,166245,0,0,0,0,0,0,264092,0
151523,"1",4,0,"1",23,"A","0",0,0,0,5,0,0,26,11,0,0,0,0,0,0,0,27583,0,28063,0,3944,0,0,0,0,0,0,0,0,29052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10802,0,0,0,0,0,0,28836,0
38755,"1",5,0,"1",5,"A","1",60893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2696,64443,0,0,0,0,1124,0,0,54,0,0,0,1401,0,0,0,199,0,84900,0,0,0,0,0,0,63006,0
218997,"1",0,5,"1",5,"A","1",91150,0,0,49765,0,0,2123,942,-12939,10705,10919,11845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97602,0,0,0,0,619,112,0,152,0,306,0,1812,0,0,0,0,0,82033,0,0,2268,0,0,0,92755,0
114128,"0",8,8,"0",23,"A","1",75791,93,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76679,0,0,0,0,0,0,0,0,0,129,0,94,0,0,0,0,0,0,0,0,0,0,0,0,72951,0
214857,"0",5,5,"1",9,"S","0",71239,7775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70367,0,614,161,0,211,0,0,3,0,0,0,1293,0,0,0,0,0,13426,0,0,0,0,0,0,68837,0
27722,"1",5,5,"1",11,"S","1",45752,0,0,0,0,0,51,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45862,0,0,0,0,412,0,0,422,0,0,0,869,0,0,15385,0,0,29068,0,0,0,0,0,0,45075,0
62069,"0",7,3,"1",10,"A","1",50478,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111518,0,0,0,0,162629,4084,0,277,0,1079,0,0,0,0,0,0,5260,0,0,0,0,0,126359,0,0,50090,0,0,0,158476,0
31753,"0",6,8,"0",17,"S","0",60666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16040,0,0,0,0,5124,62167,0,0,138,0,209,0,0,754,0,0,0,1182,0,0,0,0,0,0,0,0,5585,0,0,0,61040,0
136891,"1",10,2,"0",1,"S","1",27338,0,0,9,0,0,0,0,0,19597,11183,654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,25738,0,0,353,0,669,0,0,0,0,653,0,2184,0,0,6004,0,0,0,0,0,0,0,0,0,23352,34268
202634,"1",4,5,"0",28,"A","1",64265,0,0,428,0,0,638,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65412,4767,219,263,0,722,0,0,93,0,0,0,6966,0,0,0,0,0,0,0,0,0,0,0,0,56682,0
137206,"0",7,2,"1",9,"A","1",49042,0,0,0,0,0,0,0,-4881,26075,10152,18170,4565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49453,0,0,230,0,311,0,0,257,0,204,0,675,0,0,0,0,0,46453,0,0,0,0,0,0,48168,0
29927,"0",7,8,"0",29,"S","1",89829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223514,110913,0,0,382,0,327,0,0,0,0,0,0,655,0,0,0,0,0,0,0,0,0,0,0,0,111281,2294
19891,"1",6,0,"1",1,"A","0",0,0,0,28300,0,0,178265,76016,0,0,0,0,0,0,0,0,0,0,0,0,309,0,0,0,0,0,0,0,276893,0,0,0,0,0,0,0,0,0,346,0,413,0,0,0,0,0,57161,0,0,25279,0,0,0,274808,0
180357,"0",6,3,"0",1,"A","0",51137,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47572,0,0,142,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,47515,0
163341,"0",9,9,"1",17,"A","0",51831,0,0,0,0,0,0,0,-228,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51524,0,0,631,0,1081,0,0,0,0,243,0,2010,0,181,0,0,0,44513,0,0,0,0,0,0,49353,0
167468,"0",8,3,"0",1,"S","0",46775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49145,1740,0,376,0,51,0,0,581,0,0,0,3768,0,0,0,0,0,0,0,0,0,0,0,0,44658,0
194636,"1",2,5,"0",14,"A","0",22235,0,0,0,0,1788,25376,11350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39255,0,0,304,0,468,0,0,23,0,323,0,2184,0,0,0,0,0,0,0,0,0,0,0,0,37817,0
169823,"0",8,0,"0",23,"A","0",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,89004,0,153092,0,65403,0,0,0,0,0,0,0,0,78586,0,0,0,0,0,0,0,525,0,0,0,500,0,0,0,0,0,0,0,0,18402,0,0,0,74666,0
245818,"1",10,5,"0",24,"S","0",27045,0,0,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26195,0,28,258,0,0,0,0,0,0,0,0,277,0,0,0,0,0,0,0,0,0,0,0,0,25876,0
180958,"0",2,8,"1",23,"A","0",7670,0,0,1988,0,59,0,0,565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,6633,0,0,0,0,0,0,0,0,0,119,0,121,0,0,0,0,0,0,0,11501,0,0,0,0,6407,0
89078,"0",4,2,"1",23,"A","1",104256,25217,0,0,0,0,1590,706,-53963,45384,17898,67720,7237,0,0,0,0,0,0,0,0,0,38455,0,0,0,0,0,51009,0,100,0,0,26513,0,0,9,0,1045,241,28798,0,0,0,0,0,0,0,0,0,0,0,0,31241,0
205035,"1",1,0,"1",28,"A","1",0,0,0,0,0,0,4164,1763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,7694,15211,0,0,0,0,0,0,0,0,0,0,0,0,0,7592,0,0,6044,121810,0,0,0,0,0,0,15170,0
57615,"1",2,0,"0",4,"A","1",0,0,0,6758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143757,"1",9,2,"0",1,"A","1",0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29678,89815,0,12301,0,0,0,0,-5309,0,0,0,0,293,0,0,3,0,0,0,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192592,"0",1,5,"0",13,"A","1",0,0,0,6033,13683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17568,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17502,0
228235,"0",7,0,"0",9,"A","0",0,0,0,1260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445,0,3100,0,0,0,0,12859,0,0,0,0,0,0,0,0,0,419,0,603,0,0,0,0,0,0,0,0,0,0,0,0,13130,3230
157370,"0",9,8,"0",14,"S","0",3081,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,0,0,0,0,0,0,0,5989,0,0,127,0,0,0,0,22,0,0,0,237,0,0,0,0,0,0,0,0,0,0,0,0,873,0
127145,"0",9,8,"1",1,"A","0",91440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,86426,0,2377,573,0,4759,0,0,46,0,259,0,9811,0,0,0,0,0,0,0,0,470,0,0,0,77600,1131
129110,"0",10,9,"0",1,"A","0",37176,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36999,0,0,254,0,565,0,0,0,0,0,0,678,0,0,0,0,0,0,0,0,0,0,0,0,36396,0
100559,"1",4,2,"0",14,"A","1",63856,0,0,135,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64783,0,0,0,0,608,0,0,108,0,190,0,881,0,0,0,0,0,0,0,0,0,0,0,0,63843,0
40882,"1",6,9,"1",19,"A","0",24867,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24366,0,0,411,0,0,0,0,0,0,0,0,497,0,0,0,0,0,103259,0,0,0,0,0,0,23780,0
208635,"1",4,5,"1",29,"A","1",16291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3016,0,17862,0,0,0,0,205,0,0,9,0,658,0,398,0,0,0,0,2831,94514,0,0,0,0,0,0,15103,0
115853,"1",11,5,"0",11,"A","0",7253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12403,0
170634,"0",4,2,"0",13,"A","1",20830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,38169,44040,3945,0,159,0,0,0,0,0,0,0,0,4135,0,0,0,0,0,0,0,0,0,0,0,0,41052,0
28001,"1",1,0,"1",10,"A","1",0,0,0,54,0,0,3567,1567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1322,0,0,0,51,10128,0,0,0,0,0,31011,0,288,0,0,0,25934,0,0,0,0,0,281390,0,0,0,0,0,0,9083,0
18844,"1",5,5,"1",11,"A","1",524,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0
119939,"0",9,9,"0",10,"A","0",111687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,112387,0,515,306,0,983,0,0,0,0,0,0,2708,0,0,0,0,0,0,0,0,0,0,0,1,109244,0
30693,"1",6,0,"0",25,"A","1",47828,0,0,6,0,1453,3780,1562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55010,0,0,0,0,79536,0,0,0,0,444,0,0,0,0,699,0,1625,0,0,26562,0,0,0,0,0,6734,0,152,0,79695,0
204969,"0",3,7,"0",28,"S","1",65401,0,0,1695,0,0,257,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65863,0,0,267,0,512,0,0,0,0,0,0,728,0,0,0,0,0,0,0,0,0,0,0,0,64540,0
166008,"0",9,2,"0",18,"A","0",64646,0,0,36,0,0,0,0,0,0,0,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66484,300,0,0,0,1082,0,0,0,0,0,0,1614,0,0,0,0,0,0,0,0,0,0,0,0,65504,19780
104797,"1",5,1,"0",23,"S","1",72817,0,0,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71771,0,0,178,0,1048,0,0,0,0,0,1395,1994,0,0,0,0,0,0,0,1357,0,0,0,0,70706,0
243422,"0",10,6,"0",5,"A","0",16327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18579,0,0,0,0,120,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,18696,0
101358,"1",4,8,"0",23,"A","1",95770,0,0,2024,0,0,24,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96204,3940,0,159,0,798,0,0,0,0,0,0,4724,0,0,28040,0,0,0,0,0,0,0,0,0,91585,0
178929,"0",3,3,"0",3,"A","1",294076,0,0,1,0,0,370,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31939,0,0,0,286297,0,0,139,0,294,0,0,181,0,6620,1407,6620,0,0,0,1056,0,0,0,22777,0,0,0,0,276604,0
15981,"1",2,2,"0",1,"A","1",47834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4076,0,7592,0,4168,0,0,0,0,0,0,0,349,48826,0,0,225,0,1347,0,0,50,0,400,0,2145,0,0,0,0,0,0,0,0,0,0,0,0,46577,0
27208,"0",6,2,"1",10,"A","0",51274,0,0,0,0,0,0,0,4021,15791,3126,8004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50386,0,0,47,0,508,0,0,0,0,798,0,1625,0,0,0,0,0,35102,0,3261,0,0,0,0,48632,0
103845,"0",4,3,"1",27,"A","1",57056,0,0,182,0,0,29,13,0,0,0,0,0,0,0,0,0,0,464,0,0,0,0,16980,0,0,0,0,83888,210,0,0,0,2111,0,0,70,0,495,2050,3943,0,0,0,0,0,138377,0,16215,0,0,0,0,81051,0
141797,"1",8,2,"1",23,"S","0",33942,0,0,0,0,0,0,0,17282,64182,18589,10912,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80354,0,0,163,0,276,0,0,0,0,0,0,549,0,0,0,0,0,25997,0,0,0,0,0,0,62012,0
181994,"1",3,2,"1",16,"A","0",16181,146,0,1585,0,0,170,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18795,0,0,0,0,360,0,0,0,0,141,0,600,0,0,0,0,0,0,0,0,0,0,0,0,17870,0
189239,"0",4,0,"0",28,"A","0",0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14586,0,0,0,0,0,0,0,0,0,2721,0,3321,0,0,0,0,0,0,0,0,0,0,0,0,10559,0
85638,"0",4,0,"1",1,"A","1",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33949,0,0,0,0,27441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62316,0,0,0,0,0,0,27082,0
26153,"0",5,2,"1",1,"A","0",38678,0,6334,13173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52919,0,0,437,0,0,0,0,236,0,186,0,499,0,0,0,0,0,0,0,0,0,0,0,0,52433,0
252584,"1",10,4,"0",10,"A","0",9228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2665,7741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7611,0
121748,"1",9,5,"0",23,"A","0",17704,0,0,0,9219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38981,0,0,102,0,274,0,0,0,0,0,0,272,0,0,0,0,0,0,0,0,0,0,0,0,38488,0
19997,"1",6,2,"0",5,"A","0",9319,0,0,15,13550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21898,0,0,160,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,21664,1350
237984,"0",10,8,"0",14,"A","0",26063,0,0,0,3956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25920,0,0,71,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,25999,0
102721,"1",3,2,"0",23,"A","0",63623,12620,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75990,4303,0,75,0,26513,0,0,38,0,115,1060,38535,0,0,0,0,0,0,0,0,0,0,0,0,43080,0
140385,"1",8,1,"0",10,"A","0",55413,406,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58079,0,0,154,0,764,0,0,0,0,98,0,1137,0,0,9238,0,0,0,0,3457,0,0,0,0,56918,0
74653,"1",0,0,"1",1,"A","1",0,0,0,2674,3661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28457,0,0,36735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22973,0,0,0,0,0,0,35405,0
84404,"0",0,0,"1",1,"A","0",0,156,0,3676,7848,0,924,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8515,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21600,0,0,0,0,0,0,6494,0
18449,"0",0,0,"1",3,"A","1",0,0,0,5883,9078,0,0,0,0,0,0,0,0,0,0,-12360,0,985,0,5240,0,0,0,0,0,0,0,0,15841,0,0,0,0,0,0,0,0,0,112,0,122,0,0,0,0,0,31065,0,0,0,0,0,0,15459,0
183222,"1",4,6,"0",23,"A","0",25617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24415,139,0,271,1380,61,0,0,0,0,245,0,2059,0,0,0,0,0,0,0,0,0,0,0,0,22291,0
120095,"0",9,2,"0",14,"A","0",66728,0,0,0,0,0,0,0,-2816,12697,10160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,69938,0,0,289,0,386,0,0,0,0,227,0,939,0,0,0,0,0,0,0,0,0,0,0,0,68786,0
145392,"0",9,9,"0",9,"A","0",29378,9439,0,0,3173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40519,2605,0,164,0,0,0,0,0,0,350,0,2380,0,0,0,0,0,0,0,0,0,0,0,0,38125,0
197496,"0",5,6,"1",14,"S","1",65317,15,0,762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68172,1316,0,280,0,925,0,0,17,0,0,0,2479,0,0,0,45,0,23973,0,0,0,0,0,0,64627,0
108328,"1",8,5,"1",23,"A","1",16872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17841,0,0,227,0,241,0,0,0,0,1366,0,1045,0,0,0,0,0,79125,0,0,0,0,0,0,16971,28295
239743,"1",11,5,"0",11,"A","0",24420,4561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38177,10279,1584,164,0,339,0,0,43,0,0,0,11399,0,0,0,0,0,0,0,0,0,0,0,0,27932,0
81544,"0",0,0,"0",1,"S","1",0,0,0,6316,2983,0,3932,1655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22186,0,0,0,0,27305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27085,0
31829,"0",6,6,"1",23,"A","1",25416,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24124,0,0,162,0,303,0,0,5,0,0,0,420,0,0,0,0,0,54050,0,0,0,0,0,0,23883,0
40981,"0",6,0,"1",13,"A","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32518,0,51374,0,8569,0,0,0,0,0,0,0,0,31328,0,0,0,0,0,0,0,0,0,825,0,928,0,0,0,0,0,18271,0,0,4274,0,0,0,29695,0
152309,"1",9,4,"1",9,"A","0",10988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19047,0,0,256,0,0,0,0,385,0,46,0,799,0,0,0,0,0,35557,0,0,0,0,0,0,18524,0
