date,invoiceNr,posid,customerName,customerAdr,customerEmail,productid,qty,subtotal,discount,tax,total,checkouttype,checkoutstatus
Wed Nov 19 07:18:33 AEDT 2014,201411190109179.00,1.00,,,,6.00,1.00,8.50,0.00,0.77,8.50,CASH,FINISHED
Wed Nov 19 07:18:33 AEDT 2014,201411190109179.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Wed Nov 19 07:05:28 AEDT 2014,201411190109178.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Wed Nov 19 07:03:51 AEDT 2014,201411190109177.00,1.00,,,,2.00,1.00,3.50,0.00,0.32,3.50,CASH,FINISHED
Wed Nov 19 07:03:51 AEDT 2014,201411190109177.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Tue Nov 18 15:13:00 AEDT 2014,201411180109176.00,1.00,,,,2.00,1.00,3.50,0.00,0.32,3.50,CASH,FINISHED
Tue Nov 18 15:07:57 AEDT 2014,201411180109175.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Tue Nov 18 14:51:00 AEDT 2014,201411180109174.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Tue Nov 18 14:33:32 AEDT 2014,201411180109173.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Tue Nov 18 14:28:43 AEDT 2014,201411180109172.00,1.00,,,,5.00,1.00,4.00,0.00,0.36,4.00,CASH,FINISHED
Tue Nov 18 14:28:43 AEDT 2014,201411180109172.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Tue Nov 18 14:28:43 AEDT 2014,201411180109172.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Tue Nov 18 14:15:10 AEDT 2014,201411180109171.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Tue Nov 18 14:15:10 AEDT 2014,201411180109171.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Tue Nov 18 14:12:39 AEDT 2014,201411180109170.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Tue Nov 18 14:10:48 AEDT 2014,201411180109169.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Tue Nov 18 13:48:21 AEDT 2014,201411180109168.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Tue Nov 18 13:48:21 AEDT 2014,201411180109168.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Tue Nov 18 13:43:46 AEDT 2014,201411180109167.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Tue Nov 18 13:31:08 AEDT 2014,201411180109166.00,1.00,,,,9.00,1.00,5.50,0.00,0.50,5.50,CASH,FINISHED
Tue Nov 18 13:31:08 AEDT 2014,201411180109166.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Tue Nov 18 13:28:44 AEDT 2014,201411180109165.00,1.00,,,,9.00,1.00,5.50,0.00,0.50,5.50,CASH,FINISHED
Tue Nov 18 13:28:44 AEDT 2014,201411180109165.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Tue Nov 18 13:23:17 AEDT 2014,201411180109164.00,1.00,,,,2.00,1.00,3.50,0.00,0.32,3.50,CASH,FINISHED
Tue Nov 18 13:23:17 AEDT 2014,201411180109164.00,1.00,,,,2.00,1.00,3.50,0.00,0.32,3.50,CASH,FINISHED
Tue Nov 18 13:23:17 AEDT 2014,201411180109164.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Tue Nov 18 13:23:17 AEDT 2014,201411180109164.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Tue Nov 18 12:46:36 AEDT 2014,201411180109163.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Tue Nov 18 12:37:24 AEDT 2014,201411180109162.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Tue Nov 18 12:22:41 AEDT 2014,201411180109161.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Tue Nov 18 12:22:41 AEDT 2014,201411180109161.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Tue Nov 18 11:53:50 AEDT 2014,201411180109160.00,1.00,,,,6.00,1.00,8.50,0.00,0.77,8.50,CASH,FINISHED
Tue Nov 18 11:53:50 AEDT 2014,201411180109160.00,1.00,,,,2.00,1.00,3.50,0.00,0.32,3.50,CASH,FINISHED
Tue Nov 18 11:23:10 AEDT 2014,201411180109159.00,1.00,,,,10.00,1.00,4.00,0.00,0.36,4.00,CASH,FINISHED
Tue Nov 18 11:23:10 AEDT 2014,201411180109159.00,1.00,,,,10.00,1.00,4.00,0.00,0.36,4.00,CASH,FINISHED
Tue Nov 18 11:23:10 AEDT 2014,201411180109159.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Tue Nov 18 11:23:10 AEDT 2014,201411180109159.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Tue Nov 18 11:23:10 AEDT 2014,201411180109159.00,1.00,,,,2.00,1.00,3.50,0.00,0.32,3.50,CASH,FINISHED
Tue Nov 18 11:15:58 AEDT 2014,201411180109158.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Tue Nov 18 11:15:58 AEDT 2014,201411180109158.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Tue Nov 18 11:14:29 AEDT 2014,201411180109157.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Tue Nov 18 11:14:29 AEDT 2014,201411180109157.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Tue Nov 18 10:59:51 AEDT 2014,201411180109156.00,1.00,,,,10.00,1.00,4.00,0.00,0.36,4.00,CASH,FINISHED
Tue Nov 18 10:59:51 AEDT 2014,201411180109156.00,1.00,,,,6.00,1.00,8.50,0.00,0.77,8.50,CASH,FINISHED
Tue Nov 18 10:59:51 AEDT 2014,201411180109156.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Tue Nov 18 10:52:42 AEDT 2014,201411180109155.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Tue Nov 18 10:43:17 AEDT 2014,201411180109154.00,1.00,,,,2.00,1.00,3.50,0.00,0.32,3.50,CASH,FINISHED
Tue Nov 18 10:43:17 AEDT 2014,201411180109154.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Tue Nov 18 10:43:17 AEDT 2014,201411180109154.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Tue Nov 18 10:40:07 AEDT 2014,201411180109153.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Tue Nov 18 10:32:25 AEDT 2014,201411180109152.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Tue Nov 18 10:21:33 AEDT 2014,201411180109151.00,1.00,,,,2.00,1.00,3.50,0.00,0.32,3.50,CASH,FINISHED
Tue Nov 18 10:21:33 AEDT 2014,201411180109151.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Tue Nov 18 10:21:33 AEDT 2014,201411180109151.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Tue Nov 18 10:19:12 AEDT 2014,201411180109150.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Tue Nov 18 10:19:12 AEDT 2014,201411180109150.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Tue Nov 18 10:19:12 AEDT 2014,201411180109150.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Tue Nov 18 10:10:34 AEDT 2014,201411180109149.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Tue Nov 18 10:09:37 AEDT 2014,201411180109148.00,1.00,,,,10.00,1.00,4.00,0.00,0.36,4.00,CASH,FINISHED
Tue Nov 18 10:09:37 AEDT 2014,201411180109148.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Tue Nov 18 10:07:56 AEDT 2014,201411180109147.00,1.00,,,,7.00,1.00,4.00,0.00,0.36,4.00,CASH,FINISHED
Tue Nov 18 10:07:56 AEDT 2014,201411180109147.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Tue Nov 18 10:04:00 AEDT 2014,201411180109146.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Tue Nov 18 10:04:00 AEDT 2014,201411180109146.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Tue Nov 18 09:59:06 AEDT 2014,201411180109145.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Tue Nov 18 09:59:06 AEDT 2014,201411180109145.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Tue Nov 18 09:56:33 AEDT 2014,201411180109144.00,1.00,,,,10.00,1.00,4.00,0.00,0.36,4.00,CASH,FINISHED
Tue Nov 18 09:56:33 AEDT 2014,201411180109144.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Tue Nov 18 09:54:59 AEDT 2014,201411180109143.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Tue Nov 18 09:54:59 AEDT 2014,201411180109143.00,1.00,,,,2.00,1.00,3.50,0.00,0.32,3.50,CASH,FINISHED
Tue Nov 18 09:53:21 AEDT 2014,201411180109142.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Tue Nov 18 09:53:21 AEDT 2014,201411180109142.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Tue Nov 18 09:53:21 AEDT 2014,201411180109142.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Tue Nov 18 09:49:11 AEDT 2014,201411180109141.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Tue Nov 18 09:47:26 AEDT 2014,201411180109140.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Tue Nov 18 09:40:55 AEDT 2014,201411180109139.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Tue Nov 18 09:40:02 AEDT 2014,201411180109138.00,1.00,,,,7.00,1.00,4.00,0.00,0.36,4.00,CASH,FINISHED
Tue Nov 18 09:40:02 AEDT 2014,201411180109138.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Tue Nov 18 09:40:02 AEDT 2014,201411180109138.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Tue Nov 18 09:27:42 AEDT 2014,201411180109137.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Tue Nov 18 09:24:57 AEDT 2014,201411180109136.00,1.00,,,,2.00,1.00,3.50,0.00,0.32,3.50,CASH,FINISHED
Tue Nov 18 09:24:37 AEDT 2014,201411180109135.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Tue Nov 18 09:24:08 AEDT 2014,201411180109134.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Tue Nov 18 09:19:27 AEDT 2014,201411180109133.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Tue Nov 18 09:13:09 AEDT 2014,201411180109132.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Tue Nov 18 09:12:03 AEDT 2014,201411180109131.00,1.00,,,,7.00,1.00,4.00,0.00,0.36,4.00,CASH,FINISHED
Tue Nov 18 09:12:03 AEDT 2014,201411180109131.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Tue Nov 18 09:05:25 AEDT 2014,201411180109130.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Tue Nov 18 09:03:28 AEDT 2014,201411180109129.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Tue Nov 18 09:00:58 AEDT 2014,201411180109128.00,1.00,,,,7.00,1.00,4.00,0.00,0.36,4.00,CASH,FINISHED
Tue Nov 18 09:00:58 AEDT 2014,201411180109128.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Tue Nov 18 09:00:47 AEDT 2014,201411180109127.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Tue Nov 18 09:00:47 AEDT 2014,201411180109127.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Tue Nov 18 08:59:17 AEDT 2014,201411180109126.00,1.00,,,,2.00,1.00,3.50,0.00,0.32,3.50,CASH,FINISHED
Tue Nov 18 08:57:57 AEDT 2014,201411180109125.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Tue Nov 18 08:57:31 AEDT 2014,201411180109124.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Tue Nov 18 08:55:44 AEDT 2014,201411180109123.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Tue Nov 18 08:55:44 AEDT 2014,201411180109123.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Tue Nov 18 08:55:10 AEDT 2014,201411180109122.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Tue Nov 18 08:52:38 AEDT 2014,201411180109121.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Tue Nov 18 08:52:38 AEDT 2014,201411180109121.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Tue Nov 18 08:47:52 AEDT 2014,201411180109120.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Tue Nov 18 08:47:52 AEDT 2014,201411180109120.00,1.00,,,,11.00,1.00,3.50,0.00,0.32,3.50,CASH,FINISHED
Tue Nov 18 08:46:26 AEDT 2014,201411180109119.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Tue Nov 18 08:46:26 AEDT 2014,201411180109119.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Tue Nov 18 08:44:35 AEDT 2014,201411180109118.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Tue Nov 18 08:37:48 AEDT 2014,201411180109117.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Tue Nov 18 08:37:33 AEDT 2014,201411180109116.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Tue Nov 18 08:37:01 AEDT 2014,201411180109115.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Tue Nov 18 08:32:10 AEDT 2014,201411180109114.00,1.00,,,,11.00,1.00,3.50,0.00,0.32,3.50,CASH,FINISHED
Tue Nov 18 08:32:10 AEDT 2014,201411180109114.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Tue Nov 18 08:30:27 AEDT 2014,201411180109113.00,1.00,,,,7.00,1.00,4.00,0.00,0.36,4.00,CASH,FINISHED
Tue Nov 18 08:30:27 AEDT 2014,201411180109113.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Tue Nov 18 08:24:10 AEDT 2014,201411180109112.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Tue Nov 18 08:24:10 AEDT 2014,201411180109112.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Tue Nov 18 08:24:10 AEDT 2014,201411180109112.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Tue Nov 18 08:20:33 AEDT 2014,201411180109111.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Tue Nov 18 08:15:35 AEDT 2014,201411180109110.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Tue Nov 18 08:13:36 AEDT 2014,201411180109109.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Tue Nov 18 08:13:36 AEDT 2014,201411180109109.00,1.00,,,,2.00,1.00,3.50,0.00,0.32,3.50,CASH,FINISHED
Tue Nov 18 08:13:36 AEDT 2014,201411180109109.00,1.00,,,,2.00,1.00,3.50,0.00,0.32,3.50,CASH,FINISHED
Tue Nov 18 08:11:32 AEDT 2014,201411180109108.00,1.00,,,,2.00,1.00,3.50,0.00,0.32,3.50,CASH,FINISHED
Tue Nov 18 08:11:32 AEDT 2014,201411180109108.00,1.00,,,,2.00,1.00,3.50,0.00,0.32,3.50,CASH,FINISHED
Tue Nov 18 08:06:07 AEDT 2014,201411180109107.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Tue Nov 18 08:06:07 AEDT 2014,201411180109107.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Tue Nov 18 08:00:57 AEDT 2014,201411180109106.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Tue Nov 18 08:00:57 AEDT 2014,201411180109106.00,1.00,,,,2.00,1.00,3.50,0.00,0.32,3.50,CASH,FINISHED
Tue Nov 18 08:00:57 AEDT 2014,201411180109106.00,1.00,,,,2.00,1.00,3.50,0.00,0.32,3.50,CASH,FINISHED
Tue Nov 18 08:00:57 AEDT 2014,201411180109106.00,1.00,,,,2.00,1.00,3.50,0.00,0.32,3.50,CASH,FINISHED
Tue Nov 18 07:50:49 AEDT 2014,201411180109105.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Tue Nov 18 07:41:34 AEDT 2014,201411180109104.00,1.00,,,,2.00,1.00,3.50,0.00,0.32,3.50,CASH,FINISHED
Tue Nov 18 07:41:34 AEDT 2014,201411180109104.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Tue Nov 18 07:37:43 AEDT 2014,201411180109103.00,1.00,,,,6.00,1.00,8.50,0.00,0.77,8.50,CASH,FINISHED
Tue Nov 18 07:37:43 AEDT 2014,201411180109103.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Tue Nov 18 07:29:21 AEDT 2014,201411180109102.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Tue Nov 18 07:29:21 AEDT 2014,201411180109102.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Tue Nov 18 07:29:21 AEDT 2014,201411180109102.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Tue Nov 18 07:29:21 AEDT 2014,201411180109102.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Tue Nov 18 07:29:21 AEDT 2014,201411180109102.00,1.00,,,,6.00,1.00,8.50,0.00,0.77,8.50,CASH,FINISHED
Mon Nov 17 16:22:27 AEDT 2014,201411170109101.00,1.00,,,,5.00,1.00,4.00,0.00,0.36,4.00,CASH,FINISHED
Mon Nov 17 15:29:13 AEDT 2014,201411170109100.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Mon Nov 17 15:29:13 AEDT 2014,201411170109100.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Mon Nov 17 15:22:51 AEDT 2014,201411170109099.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Mon Nov 17 15:07:38 AEDT 2014,201411170109098.00,1.00,,,,2.00,1.00,3.50,0.00,0.32,3.50,CASH,FINISHED
Mon Nov 17 15:07:38 AEDT 2014,201411170109098.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Mon Nov 17 15:07:38 AEDT 2014,201411170109098.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Mon Nov 17 15:03:51 AEDT 2014,201411170109097.00,1.00,,,,2.00,1.00,3.50,0.00,0.32,3.50,CASH,FINISHED
Mon Nov 17 15:00:10 AEDT 2014,201411170109096.00,1.00,,,,5.00,1.00,4.00,0.00,0.36,4.00,CASH,FINISHED
Mon Nov 17 14:47:38 AEDT 2014,201411170109095.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Mon Nov 17 14:35:35 AEDT 2014,201411170109094.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Mon Nov 17 13:48:42 AEDT 2014,201411170109093.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Mon Nov 17 13:48:10 AEDT 2014,201411170109092.00,1.00,,,,6.00,1.00,8.50,0.00,0.77,8.50,CASH,FINISHED
Mon Nov 17 13:31:19 AEDT 2014,201411170109091.00,1.00,,,,2.00,1.00,3.50,0.00,0.32,3.50,CASH,FINISHED
Mon Nov 17 13:29:05 AEDT 2014,201411170109090.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Mon Nov 17 13:17:25 AEDT 2014,201411170109089.00,1.00,,,,6.00,1.00,8.50,0.00,0.77,8.50,CASH,FINISHED
Mon Nov 17 13:17:25 AEDT 2014,201411170109089.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Mon Nov 17 13:13:41 AEDT 2014,201411170109088.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Mon Nov 17 13:12:49 AEDT 2014,201411170109087.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Mon Nov 17 13:08:39 AEDT 2014,201411170109086.00,1.00,,,,6.00,1.00,8.50,0.00,0.77,8.50,CASH,FINISHED
Mon Nov 17 12:59:58 AEDT 2014,201411170109085.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Mon Nov 17 12:53:43 AEDT 2014,201411170109084.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Mon Nov 17 12:53:38 AEDT 2014,201411170109083.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Mon Nov 17 12:51:18 AEDT 2014,201411170109082.00,1.00,,,,6.00,1.00,8.50,0.00,0.77,8.50,CASH,FINISHED
Mon Nov 17 12:51:18 AEDT 2014,201411170109082.00,1.00,,,,5.00,1.00,4.00,0.00,0.36,4.00,CASH,FINISHED
Mon Nov 17 12:51:14 AEDT 2014,201411170109081.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Mon Nov 17 12:26:01 AEDT 2014,201411170109080.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Mon Nov 17 12:26:01 AEDT 2014,201411170109080.00,1.00,,,,5.00,1.00,4.00,0.00,0.36,4.00,CASH,FINISHED
Mon Nov 17 12:18:48 AEDT 2014,201411170109079.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Mon Nov 17 12:18:48 AEDT 2014,201411170109079.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Mon Nov 17 12:13:12 AEDT 2014,201411170109078.00,1.00,,,,5.00,1.00,4.00,0.00,0.36,4.00,CASH,FINISHED
Mon Nov 17 12:13:12 AEDT 2014,201411170109078.00,1.00,,,,5.00,1.00,4.00,0.00,0.36,4.00,CASH,FINISHED
Mon Nov 17 12:03:17 AEDT 2014,201411170109077.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Mon Nov 17 11:54:02 AEDT 2014,201411170109076.00,1.00,,,,5.00,1.00,4.00,0.00,0.36,4.00,CASH,FINISHED
Mon Nov 17 11:22:17 AEDT 2014,201411170109075.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Mon Nov 17 11:20:16 AEDT 2014,201411170109074.00,1.00,,,,6.00,1.00,8.50,0.00,0.77,8.50,CASH,FINISHED
Mon Nov 17 11:16:19 AEDT 2014,201411170109073.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Mon Nov 17 11:16:19 AEDT 2014,201411170109073.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Mon Nov 17 11:15:45 AEDT 2014,201411170109072.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Mon Nov 17 11:12:58 AEDT 2014,201411170109071.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Mon Nov 17 11:05:04 AEDT 2014,201411170109070.00,1.00,,,,2.00,1.00,3.50,0.00,0.32,3.50,CASH,FINISHED
Mon Nov 17 10:54:44 AEDT 2014,201411170109069.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Mon Nov 17 10:51:06 AEDT 2014,201411170109068.00,1.00,,,,55.00,1.00,3.00,0.00,0.27,3.00,CASH,FINISHED
Mon Nov 17 10:50:53 AEDT 2014,201411170109067.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Mon Nov 17 10:50:12 AEDT 2014,201411170109066.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Mon Nov 17 10:49:38 AEDT 2014,201411170109065.00,1.00,,,,7.00,1.00,4.00,0.00,0.36,4.00,CASH,FINISHED
Mon Nov 17 10:48:06 AEDT 2014,201411170109064.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Mon Nov 17 10:43:36 AEDT 2014,201411170109063.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Mon Nov 17 10:41:10 AEDT 2014,201411170109062.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Mon Nov 17 10:35:43 AEDT 2014,201411170109061.00,1.00,,,,2.00,1.00,3.50,0.00,0.32,3.50,CASH,FINISHED
Mon Nov 17 10:33:29 AEDT 2014,201411170109060.00,1.00,,,,5.00,1.00,4.00,0.00,0.36,4.00,CASH,FINISHED
Mon Nov 17 10:33:29 AEDT 2014,201411170109060.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
Mon Nov 17 10:28:06 AEDT 2014,201411170109059.00,1.00,,,,1.00,1.00,3.80,0.00,0.35,3.80,CASH,FINISHED
Mon Nov 17 10:27:02 AEDT 2014,201411170109058.00,1.00,,,,3.00,1.00,4.50,0.00,0.41,4.50,CASH,FINISHED
